ReturnID,SaleID,OrderID,ReturnDate,DaysAfterPurchase,ReturnReason,ReturnQuantity,RefundAmount,RestockingFee,ReturnStatus
R0006859,SL000138227,O00080446,2025-12-27,16,Incorrect item,1,29.4,0.0,Completed
R0006860,SL000138242,O00080457,2023-06-23,3,Changed mind,2,44.99,7.94,Completed
R0006861,SL000138254,O00080462,2025-03-07,5,Changed mind,1,45.07,7.95,Completed
R0006862,SL000138264,O00080469,2023-12-21,10,Changed mind,1,44.55,0.0,Completed
R0006863,SL000138265,O00080470,2025-12-07,4,Faulty product,1,381.7,0.0,Completed
R0006864,SL000138293,O00080484,2025-01-09,16,Damaged item,1,29.32,0.0,Completed
R0006865,SL000138295,O00080485,2023-12-10,17,Damaged item,1,5.92,0.0,Completed
R0006866,SL000138298,O00080486,2024-02-26,11,Damaged item,1,31.41,0.0,Completed
R0006867,SL000138300,O00080486,2024-03-03,17,Changed mind,1,47.61,0.0,Completed
R0006868,SL000138304,O00080490,2024-09-27,13,Incorrect item,1,439.66,0.0,Pending
R0006869,SL000138309,O00080494,2023-10-12,13,Damaged item,1,11.52,0.0,Completed
R0006870,SL000138336,O00080510,2024-09-03,12,Changed mind,2,221.76,39.13,Completed
R0006871,SL000138340,O00080511,2024-07-06,6,Damaged item,1,100.73,0.0,Completed
R0006872,SL000138397,O00080543,2024-04-25,24,Changed mind,1,16.78,0.0,Completed
R0006873,SL000138405,O00080550,2023-10-13,4,Changed mind,1,146.7,0.0,Completed
R0006874,SL000138431,O00080563,2025-09-10,3,Incorrect item,1,290.2,0.0,Completed
R0006875,SL000138447,O00080571,2023-09-04,26,Faulty product,1,178.49,0.0,Completed
R0006876,SL000138454,O00080576,2023-10-15,10,Changed mind,1,173.76,0.0,Completed
R0006877,SL000138478,O00080592,2023-05-02,6,Incorrect item,1,184.93,0.0,Completed
R0006878,SL000138547,O00080637,2023-12-24,10,Changed mind,1,403.21,0.0,Completed
R0006879,SL000138549,O00080637,2023-12-30,16,Size or fit issue,3,86.1,0.0,Completed
R0006880,SL000138556,O00080642,2023-10-25,1,Late delivery,1,33.95,0.0,Completed
R0006881,SL000138587,O00080665,2024-04-12,5,Size or fit issue,1,83.3,0.0,Completed
R0006882,SL000138610,O00080676,2025-02-13,10,Incorrect item,2,59.5,0.0,Completed
R0006883,SL000138624,O00080687,2025-12-30,4,Changed mind,3,43.45,0.0,Completed
R0006884,SL000138629,O00080691,2023-05-07,16,Faulty product,2,6.0,0.0,Completed
R0006885,SL000138645,O00080700,2025-12-11,7,Changed mind,1,132.91,23.46,Completed
R0006886,SL000138680,O00080720,2024-07-08,7,Damaged item,1,14.19,0.0,Completed
R0006887,SL000138704,O00080734,2024-06-02,7,Size or fit issue,1,68.91,0.0,Completed
R0006888,SL000138721,O00080746,2024-06-03,11,Changed mind,1,120.31,0.0,Completed
R0006889,SL000138740,O00080756,2023-12-14,9,Damaged item,1,18.25,0.0,Completed
R0006890,SL000138743,O00080758,2024-09-06,9,Changed mind,1,2.71,0.48,Completed
R0006891,SL000138783,O00080780,2026-01-17,18,Damaged item,1,174.92,0.0,Completed
R0006892,SL000138822,O00080799,2025-11-28,11,Changed mind,1,20.41,0.0,Completed
R0006893,SL000138880,O00080834,2023-05-07,6,Faulty product,1,11.97,0.0,Completed
R0006894,SL000138885,O00080837,2023-11-12,20,Faulty product,1,11.64,0.0,Completed
R0006895,SL000138889,O00080837,2023-11-12,20,Incorrect item,1,2.91,0.0,Completed
R0006896,SL000138892,O00080840,2025-05-14,3,Changed mind,1,33.25,0.0,Pending
R0006897,SL000138897,O00080843,2024-07-12,1,Faulty product,1,78.4,0.0,Completed
R0006898,SL000138913,O00080852,2025-11-24,9,Damaged item,2,86.64,0.0,Completed
R0006899,SL000138940,O00080867,2025-04-19,5,Damaged item,1,5.85,0.0,Completed
R0006900,SL000138998,O00080902,2025-04-22,21,Faulty product,1,35.0,0.0,Completed
R0006901,SL000139017,O00080912,2025-01-04,6,Incorrect item,3,39.54,0.0,Completed
R0006902,SL000139024,O00080914,2024-01-28,8,Incorrect item,1,154.81,0.0,Completed
R0006903,SL000139048,O00080929,2023-12-15,11,Faulty product,1,59.49,0.0,Completed
R0006904,SL000139080,O00080945,2024-04-21,3,Incorrect item,1,189.91,0.0,Completed
R0006905,SL000139096,O00080955,2025-02-10,10,Changed mind,2,66.21,0.0,Completed
R0006906,SL000139097,O00080955,2025-02-15,15,Size or fit issue,2,22.8,0.0,Completed
R0006907,SL000139104,O00080959,2025-12-08,16,Changed mind,1,39.34,0.0,Completed
R0006908,SL000139113,O00080963,2025-11-20,3,Damaged item,1,31.13,0.0,Completed
R0006909,SL000139174,O00081003,2023-12-24,11,Damaged item,1,10.07,0.0,Completed
R0006910,SL000139181,O00081009,2024-10-14,9,Faulty product,1,73.45,0.0,Completed
R0006911,SL000139182,O00081010,2024-12-08,12,Faulty product,1,97.24,0.0,Completed
R0006912,SL000139236,O00081040,2024-07-02,5,Size or fit issue,2,18.3,0.0,Completed
R0006913,SL000139243,O00081043,2024-11-10,12,Faulty product,1,69.61,0.0,Completed
R0006914,SL000139277,O00081063,2025-07-15,5,Changed mind,1,146.99,0.0,Completed
R0006915,SL000139298,O00081075,2024-07-08,12,Not as described,2,61.98,0.0,Completed
R0006916,SL000139313,O00081085,2025-11-02,2,Damaged item,1,62.21,0.0,Completed
R0006917,SL000139341,O00081099,2024-12-18,4,Changed mind,1,140.7,0.0,Completed
R0006918,SL000139359,O00081110,2024-12-04,9,Faulty product,1,217.81,0.0,Completed
R0006919,SL000139373,O00081120,2024-11-13,19,Incorrect item,1,34.3,0.0,Completed
R0006920,SL000139408,O00081141,2025-01-17,25,Changed mind,1,109.65,0.0,Completed
R0006921,SL000139417,O00081146,2024-08-07,7,Faulty product,2,58.08,0.0,Completed
R0006922,SL000139428,O00081151,2024-06-09,9,Size or fit issue,4,32.0,0.0,Completed
R0006923,SL000139437,O00081158,2024-05-13,1,Changed mind,3,35.64,0.0,Completed
R0006924,SL000139478,O00081179,2023-04-07,4,Damaged item,1,131.41,0.0,Completed
R0006925,SL000139485,O00081183,2025-09-18,6,Incorrect item,3,8.91,0.0,Completed
R0006926,SL000139507,O00081197,2025-12-11,11,Changed mind,2,72.49,12.79,Completed
R0006927,SL000139538,O00081215,2025-08-30,6,Not as described,1,290.41,0.0,Completed
R0006928,SL000139567,O00081233,2023-05-01,5,Changed mind,1,15.0,0.0,Completed
R0006929,SL000139572,O00081236,2024-11-30,1,Incorrect item,1,36.45,0.0,Completed
R0006930,SL000139612,O00081260,2025-06-24,20,Changed mind,1,381.11,0.0,Completed
R0006931,SL000139633,O00081270,2023-11-02,15,Changed mind,2,70.0,0.0,Completed
R0006932,SL000139634,O00081271,2025-11-17,15,Incorrect item,1,443.11,0.0,Completed
R0006933,SL000139636,O00081272,2023-05-11,26,Changed mind,1,129.34,22.83,Completed
R0006934,SL000139671,O00081293,2025-10-05,1,Not as described,1,29.23,0.0,Completed
R0006935,SL000139691,O00081306,2023-04-26,11,Size or fit issue,1,407.28,0.0,Completed
R0006936,SL000139697,O00081310,2025-12-17,3,Changed mind,2,118.52,20.91,Completed
R0006937,SL000139737,O00081335,2025-08-02,7,Changed mind,1,73.17,12.91,Completed
R0006938,SL000139746,O00081340,2024-02-15,6,Changed mind,1,122.88,0.0,Pending
R0006939,SL000139750,O00081342,2023-11-16,4,Faulty product,1,151.68,0.0,Completed
R0006940,SL000139826,O00081385,2023-12-10,14,Changed mind,1,125.75,22.19,Completed
R0006941,SL000139834,O00081390,2023-12-13,1,Faulty product,1,60.68,0.0,Completed
R0006942,SL000139847,O00081396,2025-07-01,7,Not as described,4,60.29,0.0,Completed
R0006943,SL000139866,O00081405,2025-02-24,5,Incorrect item,1,33.25,0.0,Completed
R0006944,SL000139875,O00081410,2025-05-29,6,Changed mind,2,71.54,0.0,Pending
R0006945,SL000139892,O00081419,2025-06-23,5,Damaged item,1,24.68,0.0,Completed
R0006946,SL000139904,O00081425,2023-01-20,10,Damaged item,1,35.0,0.0,Completed
R0006947,SL000139972,O00081467,2024-07-25,6,Changed mind,1,77.6,0.0,Completed
R0006948,SL000139985,O00081477,2024-02-18,2,Incorrect item,3,35.64,0.0,Completed
R0006949,SL000140015,O00081492,2024-05-12,18,Faulty product,1,92.16,0.0,Completed
R0006950,SL000140026,O00081498,2026-01-01,11,Faulty product,1,137.6,0.0,Completed
R0006951,SL000140056,O00081515,2023-04-21,5,Size or fit issue,1,57.54,0.0,Completed
R0006952,SL000140064,O00081520,2024-02-13,19,Not as described,1,56.79,0.0,Completed
R0006953,SL000140073,O00081525,2025-10-04,3,Damaged item,1,34.84,0.0,Completed
R0006954,SL000140092,O00081536,2024-12-28,7,Damaged item,3,93.9,0.0,Completed
R0006955,SL000140157,O00081568,2023-07-14,10,Faulty product,1,91.04,0.0,Completed
R0006956,SL000140160,O00081570,2023-01-19,11,Changed mind,1,2.79,0.0,Completed
R0006957,SL000140165,O00081573,2024-09-29,11,Size or fit issue,3,44.45,0.0,Completed
R0006958,SL000140186,O00081584,2025-06-22,18,Incorrect item,1,229.31,0.0,Completed
R0006959,SL000140189,O00081585,2023-12-15,5,Size or fit issue,1,30.8,0.0,Completed
R0006960,SL000140214,O00081601,2023-12-21,11,Damaged item,2,61.6,0.0,Completed
R0006961,SL000140284,O00081649,2023-02-02,8,Late delivery,1,30.8,0.0,Completed
R0006962,SL000140296,O00081658,2023-12-11,16,Changed mind,1,162.51,0.0,Completed
R0006963,SL000140301,O00081661,2024-05-13,6,Late delivery,2,369.56,0.0,Completed
R0006964,SL000140320,O00081673,2026-01-10,15,Changed mind,3,87.47,15.44,Completed
R0006965,SL000140346,O00081689,2023-01-19,3,Damaged item,4,167.03,0.0,Completed
R0006966,SL000140359,O00081696,2024-06-02,4,Size or fit issue,1,276.83,0.0,Completed
R0006967,SL000140364,O00081697,2024-08-23,5,Late delivery,1,76.83,0.0,Completed
R0006968,SL000140376,O00081707,2024-04-06,4,Size or fit issue,1,49.81,0.0,Completed
R0006969,SL000140401,O00081721,2025-11-11,15,Not as described,1,14.85,0.0,Completed
R0006970,SL000140414,O00081729,2025-11-25,10,Changed mind,1,15.51,2.74,Completed
R0006971,SL000140459,O00081751,2024-04-10,3,Late delivery,2,38.12,0.0,Completed
R0006972,SL000140480,O00081763,2025-11-09,6,Changed mind,3,102.9,0.0,Completed
R0006973,SL000140498,O00081774,2024-09-29,1,Incorrect item,1,77.72,0.0,Pending
R0006974,SL000140512,O00081780,2024-12-16,4,Changed mind,1,7.04,0.0,Completed
R0006975,SL000140523,O00081784,2024-12-26,5,Changed mind,1,98.13,17.32,Completed
R0006976,SL000140552,O00081801,2023-09-17,7,Size or fit issue,1,103.11,0.0,Completed
R0006977,SL000140555,O00081803,2024-11-17,15,Size or fit issue,1,244.83,0.0,Completed
R0006978,SL000140571,O00081812,2023-07-25,4,Damaged item,1,32.9,0.0,Completed
R0006979,SL000140581,O00081818,2024-05-09,9,Not as described,2,13.48,0.0,Completed
R0006980,SL000140598,O00081828,2023-02-08,10,Not as described,1,43.88,0.0,Completed
R0006981,SL000140610,O00081833,2024-11-29,2,Not as described,2,18.0,0.0,Completed
R0006982,SL000140646,O00081856,2024-04-07,2,Size or fit issue,1,49.7,0.0,Pending
R0006983,SL000140649,O00081858,2025-07-21,12,Changed mind,1,128.02,0.0,Completed
R0006984,SL000140663,O00081867,2024-07-09,11,Faulty product,1,9.72,0.0,Completed
R0006985,SL000140716,O00081899,2025-09-04,10,Faulty product,1,84.16,0.0,Pending
R0006986,SL000140719,O00081901,2024-10-01,2,Incorrect item,1,6.74,0.0,Completed
R0006987,SL000140729,O00081905,2024-08-23,31,Size or fit issue,1,128.7,0.0,Completed
R0006988,SL000140743,O00081914,2025-09-06,5,Faulty product,1,156.37,0.0,Completed
R0006989,SL000140771,O00081931,2024-03-25,11,Size or fit issue,1,334.43,0.0,Completed
R0006990,SL000140781,O00081936,2023-03-12,16,Damaged item,1,177.31,0.0,Completed
R0006991,SL000140783,O00081937,2025-07-17,5,Changed mind,1,29.45,5.2,Completed
R0006992,SL000140827,O00081967,2023-01-07,4,Not as described,1,22.55,0.0,Completed
R0006993,SL000140877,O00082003,2025-12-09,19,Late delivery,1,23.45,0.0,Completed
R0006994,SL000140899,O00082018,2023-04-09,2,Changed mind,1,156.37,0.0,Completed
R0006995,SL000140919,O00082034,2023-05-03,6,Changed mind,4,133.32,0.0,Completed
R0006996,SL000140921,O00082035,2024-02-11,30,Changed mind,1,31.19,0.0,Completed
R0006997,SL000140933,O00082044,2025-12-05,5,Faulty product,1,63.24,0.0,Completed
R0006998,SL000140961,O00082058,2023-02-01,13,Late delivery,2,300.56,0.0,Completed
R0006999,SL000140985,O00082070,2023-04-04,17,Damaged item,1,549.47,0.0,Completed
R0007000,SL000140996,O00082075,2025-10-29,38,Incorrect item,1,24.26,0.0,Completed
R0007001,SL000141004,O00082078,2025-02-22,8,Changed mind,1,290.41,0.0,Completed
R0007002,SL000141009,O00082080,2025-01-22,8,Not as described,1,192.71,0.0,Completed
R0007003,SL000141033,O00082094,2024-01-18,13,Changed mind,1,25.02,4.41,Completed
R0007004,SL000141036,O00082095,2025-03-29,11,Changed mind,2,38.16,0.0,Completed
R0007005,SL000141066,O00082113,2025-06-17,7,Damaged item,3,46.38,0.0,Completed
R0007006,SL000141101,O00082130,2025-01-11,33,Faulty product,1,89.21,0.0,Completed
R0007007,SL000141120,O00082142,2024-01-21,8,Changed mind,1,54.3,9.58,Completed
R0007008,SL000141138,O00082152,2025-02-17,11,Not as described,1,25.44,0.0,Completed
R0007009,SL000141162,O00082169,2023-02-06,20,Late delivery,4,48.0,0.0,Completed
R0007010,SL000141232,O00082208,2025-10-03,11,Changed mind,1,7.76,0.0,Completed
R0007011,SL000141238,O00082212,2023-08-09,25,Changed mind,2,15.52,0.0,Pending
R0007012,SL000141242,O00082213,2024-02-26,8,Not as described,1,272.54,0.0,Completed
R0007013,SL000141268,O00082231,2024-12-27,19,Changed mind,1,25.93,0.0,Completed
R0007014,SL000141277,O00082235,2024-11-24,9,Incorrect item,1,33.25,0.0,Completed
R0007015,SL000141281,O00082237,2023-07-14,9,Faulty product,1,191.85,0.0,Completed
R0007016,SL000141324,O00082261,2024-12-11,14,Not as described,1,10.09,0.0,Completed
R0007017,SL000141339,O00082274,2025-11-27,3,Faulty product,2,48.3,0.0,Completed
R0007018,SL000141373,O00082293,2023-12-03,15,Changed mind,1,33.95,0.0,Completed
R0007019,SL000141407,O00082313,2025-03-25,3,Faulty product,1,30.57,0.0,Completed
R0007020,SL000141432,O00082327,2024-10-28,9,Late delivery,3,133.02,0.0,Completed
R0007021,SL000141442,O00082335,2024-09-25,5,Changed mind,2,8.58,0.0,Completed
R0007022,SL000141447,O00082336,2024-06-16,13,Damaged item,1,14.85,0.0,Completed
R0007023,SL000141456,O00082340,2025-01-09,14,Changed mind,1,40.09,7.08,Completed
R0007024,SL000141492,O00082364,2023-01-12,5,Size or fit issue,1,293.7,0.0,Completed
R0007025,SL000141493,O00082364,2023-01-23,16,Changed mind,1,100.24,17.69,Completed
R0007026,SL000141512,O00082374,2024-09-20,7,Faulty product,1,34.65,0.0,Completed
R0007027,SL000141518,O00082377,2023-11-10,11,Faulty product,1,19.66,0.0,Completed
R0007028,SL000141525,O00082382,2025-11-01,4,Faulty product,1,14.16,0.0,Completed
R0007029,SL000141526,O00082383,2024-10-11,6,Not as described,1,41.97,0.0,Completed
R0007030,SL000141536,O00082388,2025-02-12,15,Damaged item,1,40.75,0.0,Completed
R0007031,SL000141538,O00082390,2023-12-23,8,Changed mind,2,74.12,0.0,Completed
R0007032,SL000141556,O00082398,2023-12-14,26,Damaged item,1,75.34,0.0,Completed
R0007033,SL000141559,O00082399,2024-01-31,9,Faulty product,4,31.04,0.0,Completed
R0007034,SL000141570,O00082407,2023-11-29,6,Damaged item,1,5.84,0.0,Completed
R0007035,SL000141571,O00082407,2023-12-04,11,Late delivery,1,309.53,0.0,Completed
R0007036,SL000141579,O00082412,2023-06-18,36,Late delivery,4,87.49,0.0,Completed
R0007037,SL000141591,O00082419,2025-01-05,1,Faulty product,1,39.83,0.0,Completed
R0007038,SL000141618,O00082434,2025-10-30,16,Changed mind,1,34.65,0.0,Completed
R0007039,SL000141632,O00082439,2024-12-26,7,Changed mind,1,59.86,0.0,Completed
R0007040,SL000141635,O00082439,2024-12-24,5,Changed mind,1,92.12,0.0,Completed
R0007041,SL000141638,O00082440,2023-04-03,11,Changed mind,1,38.46,6.79,Completed
R0007042,SL000141647,O00082444,2023-11-17,3,Changed mind,3,103.95,0.0,Completed
R0007043,SL000141674,O00082462,2024-10-21,17,Changed mind,2,16.0,0.0,Completed
R0007044,SL000141684,O00082468,2025-12-02,15,Not as described,1,18.35,0.0,Completed
R0007045,SL000141698,O00082478,2023-03-13,6,Damaged item,1,255.14,0.0,Completed
R0007046,SL000141720,O00082491,2025-11-05,4,Late delivery,1,75.2,0.0,Completed
R0007047,SL000141776,O00082529,2025-08-07,6,Faulty product,1,100.69,0.0,Completed
R0007048,SL000141777,O00082529,2025-08-06,5,Late delivery,1,78.51,0.0,Completed
R0007049,SL000141778,O00082529,2025-08-17,16,Not as described,1,31.29,0.0,Completed
R0007050,SL000141780,O00082530,2023-01-27,10,Changed mind,1,226.79,0.0,Completed
R0007051,SL000141810,O00082545,2024-10-16,8,Damaged item,1,34.3,0.0,Completed
R0007052,SL000141812,O00082546,2024-03-13,34,Incorrect item,3,23.76,0.0,Pending
R0007053,SL000141837,O00082558,2023-04-12,7,Changed mind,2,21.11,3.72,Completed
R0007054,SL000141847,O00082564,2024-10-16,3,Changed mind,2,105.77,0.0,Completed
R0007055,SL000141869,O00082578,2024-10-19,6,Changed mind,1,154.81,0.0,Completed
R0007056,SL000141883,O00082587,2025-10-20,20,Not as described,2,15.84,0.0,Completed
R0007057,SL000141913,O00082603,2023-04-27,7,Incorrect item,1,46.7,0.0,Pending
R0007058,SL000141972,O00082639,2024-02-05,13,Incorrect item,1,11.88,0.0,Completed
R0007059,SL000141982,O00082643,2023-09-19,23,Changed mind,1,17.67,0.0,Completed
R0007060,SL000141993,O00082651,2023-01-25,8,Faulty product,1,11.4,0.0,Completed
R0007061,SL000142008,O00082660,2024-07-23,1,Incorrect item,1,89.4,0.0,Completed
R0007062,SL000142049,O00082679,2025-05-19,9,Damaged item,1,80.0,0.0,Completed
R0007063,SL000142071,O00082689,2024-05-10,1,Incorrect item,1,186.66,0.0,Completed
R0007064,SL000142082,O00082695,2023-07-18,2,Changed mind,1,43.96,7.76,Completed
R0007065,SL000142085,O00082696,2024-12-03,8,Incorrect item,2,26.28,0.0,Completed
R0007066,SL000142105,O00082709,2023-06-12,5,Faulty product,1,560.16,0.0,Completed
R0007067,SL000142149,O00082732,2024-09-16,3,Changed mind,3,51.65,0.0,Completed
R0007068,SL000142173,O00082747,2025-04-12,8,Incorrect item,1,14.85,0.0,Completed
R0007069,SL000142198,O00082766,2023-10-09,7,Damaged item,1,28.8,0.0,Completed
R0007070,SL000142213,O00082775,2023-07-17,7,Size or fit issue,1,190.77,0.0,Completed
R0007071,SL000142222,O00082781,2025-08-22,13,Faulty product,1,177.34,0.0,Completed
R0007072,SL000142225,O00082783,2023-12-23,1,Incorrect item,1,377.88,0.0,Completed
R0007073,SL000142241,O00082791,2024-11-07,9,Faulty product,1,73.01,0.0,Completed
R0007074,SL000142287,O00082822,2024-10-12,3,Changed mind,4,82.12,0.0,Completed
R0007075,SL000142292,O00082825,2024-07-27,17,Changed mind,4,84.84,0.0,Completed
R0007076,SL000142312,O00082840,2024-11-14,12,Not as described,1,300.25,0.0,Completed
R0007077,SL000142316,O00082841,2025-01-09,10,Changed mind,1,60.57,0.0,Completed
R0007078,SL000142320,O00082844,2024-12-20,6,Faulty product,2,47.78,0.0,Completed
R0007079,SL000142328,O00082849,2024-05-18,18,Size or fit issue,1,12.0,0.0,Completed
R0007080,SL000142355,O00082859,2025-01-30,9,Faulty product,1,24.36,0.0,Completed
R0007081,SL000142436,O00082903,2025-10-29,2,Size or fit issue,3,33.98,0.0,Completed
R0007082,SL000142445,O00082911,2024-01-05,22,Faulty product,4,28.16,0.0,Completed
R0007083,SL000142458,O00082917,2023-09-30,12,Changed mind,1,3.22,0.0,Completed
R0007084,SL000142461,O00082919,2023-02-27,38,Not as described,2,59.5,0.0,Completed
R0007085,SL000142466,O00082922,2023-02-04,7,Not as described,1,76.89,0.0,Completed
R0007086,SL000142477,O00082925,2025-02-09,11,Not as described,1,12.0,0.0,Completed
R0007087,SL000142567,O00082977,2023-10-11,8,Damaged item,1,33.79,0.0,Completed
R0007088,SL000142585,O00082987,2023-10-04,19,Damaged item,1,33.24,0.0,Pending
R0007089,SL000142589,O00082990,2025-01-18,1,Changed mind,1,28.7,0.0,Completed
R0007090,SL000142620,O00083007,2025-11-27,9,Changed mind,1,16.83,0.0,Completed
R0007091,SL000142625,O00083009,2024-05-04,6,Late delivery,1,245.7,0.0,Completed
R0007092,SL000142645,O00083022,2024-09-11,33,Not as described,1,238.33,0.0,Completed
R0007093,SL000142671,O00083037,2023-04-20,4,Damaged item,2,32.03,0.0,Completed
R0007094,SL000142762,O00083088,2024-05-13,13,Changed mind,1,12.0,0.0,Completed
R0007095,SL000142778,O00083097,2025-03-26,29,Changed mind,1,137.27,0.0,Completed
R0007096,SL000142786,O00083101,2024-12-01,9,Changed mind,1,72.18,0.0,Completed
R0007097,SL000142793,O00083106,2025-06-19,5,Faulty product,1,170.99,0.0,Completed
R0007098,SL000142807,O00083112,2025-12-05,13,Faulty product,2,51.1,0.0,Completed
R0007099,SL000142826,O00083122,2026-01-05,15,Late delivery,1,215.13,0.0,Completed
R0007100,SL000142854,O00083137,2025-05-22,5,Not as described,3,117.11,0.0,Completed
R0007101,SL000142877,O00083150,2024-12-19,17,Size or fit issue,1,56.25,0.0,Completed
R0007102,SL000142892,O00083157,2024-05-28,12,Late delivery,1,40.23,0.0,Completed
R0007103,SL000142896,O00083160,2024-05-31,5,Changed mind,1,27.02,0.0,Completed
R0007104,SL000142898,O00083161,2023-03-17,9,Faulty product,1,29.79,0.0,Pending
R0007105,SL000142921,O00083175,2024-09-25,4,Not as described,1,21.0,0.0,Completed
R0007106,SL000142940,O00083189,2025-05-20,8,Not as described,1,107.92,0.0,Completed
R0007107,SL000143020,O00083237,2023-12-27,10,Late delivery,1,50.64,0.0,Completed
R0007108,SL000143070,O00083264,2023-04-22,3,Faulty product,1,35.19,0.0,Completed
R0007109,SL000143095,O00083279,2024-12-03,7,Changed mind,1,8.76,0.0,Completed
R0007110,SL000143108,O00083287,2024-01-12,24,Not as described,1,78.69,0.0,Completed
R0007111,SL000143115,O00083289,2025-10-19,3,Damaged item,1,173.14,0.0,Completed
R0007112,SL000143130,O00083296,2023-08-07,1,Changed mind,1,201.96,0.0,Completed
R0007113,SL000143135,O00083300,2023-09-02,12,Changed mind,1,154.81,0.0,Completed
R0007114,SL000143137,O00083301,2024-12-21,8,Changed mind,2,227.66,0.0,Completed
R0007115,SL000143152,O00083308,2023-12-21,26,Late delivery,1,70.79,0.0,Completed
R0007116,SL000143158,O00083312,2024-11-04,6,Late delivery,2,47.82,0.0,Pending
R0007117,SL000143199,O00083334,2024-08-17,13,Damaged item,2,51.45,0.0,Completed
R0007118,SL000143205,O00083338,2023-03-24,2,Faulty product,1,23.26,0.0,Completed
R0007119,SL000143219,O00083348,2023-09-11,6,Changed mind,1,80.0,0.0,Completed
R0007120,SL000143220,O00083348,2023-09-08,3,Damaged item,1,31.19,0.0,Completed
R0007121,SL000143221,O00083348,2023-09-19,14,Faulty product,4,140.0,0.0,Completed
R0007122,SL000143222,O00083348,2023-09-09,4,Changed mind,1,66.73,11.78,Completed
R0007123,SL000143223,O00083349,2024-06-23,7,Damaged item,1,12.78,0.0,Completed
R0007124,SL000143229,O00083352,2023-01-22,18,Changed mind,1,83.76,0.0,Completed
R0007125,SL000143268,O00083373,2025-12-24,9,Not as described,1,196.23,0.0,Completed
R0007126,SL000143275,O00083376,2024-12-22,10,Changed mind,1,172.62,0.0,Completed
R0007127,SL000143310,O00083391,2024-03-31,16,Faulty product,1,281.7,0.0,Completed
R0007128,SL000143316,O00083395,2025-01-22,7,Changed mind,3,43.65,0.0,Completed
R0007129,SL000143323,O00083399,2024-07-13,16,Changed mind,1,122.89,21.69,Completed
R0007130,SL000143337,O00083412,2024-02-22,6,Changed mind,1,40.05,0.0,Completed
R0007131,SL000143360,O00083424,2025-10-27,16,Incorrect item,2,58.39,0.0,Completed
R0007132,SL000143365,O00083429,2025-09-13,6,Changed mind,4,150.76,26.6,Completed
R0007133,SL000143383,O00083438,2023-05-09,5,Changed mind,1,42.61,0.0,Completed
R0007134,SL000143392,O00083442,2025-03-12,8,Damaged item,1,30.04,0.0,Completed
R0007135,SL000143411,O00083453,2025-01-13,16,Not as described,1,32.33,0.0,Completed
R0007136,SL000143425,O00083463,2025-03-16,11,Changed mind,1,93.09,0.0,Completed
R0007137,SL000143427,O00083465,2025-12-27,13,Incorrect item,2,13.6,0.0,Completed
R0007138,SL000143445,O00083475,2023-11-17,2,Changed mind,1,11.76,0.0,Completed
R0007139,SL000143456,O00083483,2025-12-24,6,Not as described,1,390.99,0.0,Completed
R0007140,SL000143475,O00083492,2023-10-15,8,Faulty product,2,296.58,0.0,Completed
R0007141,SL000143485,O00083500,2023-12-07,4,Size or fit issue,4,61.95,0.0,Completed
R0007142,SL000143505,O00083510,2024-04-19,5,Changed mind,1,14.69,0.0,Completed
R0007143,SL000143518,O00083515,2023-04-08,15,Faulty product,1,111.58,0.0,Completed
R0007144,SL000143532,O00083524,2025-10-02,5,Incorrect item,3,50.04,0.0,Completed
R0007145,SL000143548,O00083535,2025-11-02,13,Not as described,1,34.3,0.0,Completed
R0007146,SL000143598,O00083558,2023-09-29,27,Not as described,2,70.0,0.0,Completed
R0007147,SL000143599,O00083559,2023-11-21,4,Faulty product,1,153.24,0.0,Completed
R0007148,SL000143639,O00083582,2025-07-27,3,Damaged item,3,8.91,0.0,Completed
R0007149,SL000143641,O00083584,2024-04-25,6,Not as described,2,353.41,0.0,Completed
R0007150,SL000143649,O00083589,2024-03-30,4,Changed mind,1,377.88,0.0,Completed
R0007151,SL000143686,O00083612,2024-12-13,10,Changed mind,1,182.61,32.23,Pending
R0007152,SL000143711,O00083627,2025-11-12,13,Damaged item,1,120.31,0.0,Completed
R0007153,SL000143732,O00083637,2025-10-21,5,Incorrect item,1,149.79,0.0,Completed
R0007154,SL000143845,O00083709,2024-01-19,17,Not as described,2,28.52,0.0,Completed
R0007155,SL000143857,O00083716,2023-08-20,2,Changed mind,1,80.13,0.0,Completed
R0007156,SL000143861,O00083717,2023-05-16,13,Faulty product,1,71.6,0.0,Completed
R0007157,SL000143885,O00083734,2024-06-10,10,Changed mind,2,38.88,0.0,Completed
R0007158,SL000143889,O00083735,2025-11-30,6,Faulty product,1,99.77,0.0,Completed
R0007159,SL000143899,O00083740,2026-01-12,13,Changed mind,4,133.0,0.0,Completed
R0007160,SL000143902,O00083741,2024-11-16,20,Changed mind,1,20.1,0.0,Completed
R0007161,SL000143907,O00083744,2023-06-12,15,Faulty product,1,94.06,0.0,Completed
R0007162,SL000143912,O00083746,2024-09-26,22,Not as described,1,96.01,0.0,Completed
R0007163,SL000143917,O00083751,2025-03-03,7,Not as described,1,89.22,0.0,Completed
R0007164,SL000143940,O00083766,2024-04-01,10,Changed mind,3,60.97,0.0,Completed
R0007165,SL000143945,O00083770,2023-11-30,12,Changed mind,1,106.39,0.0,Completed
R0007166,SL000143951,O00083774,2025-10-31,11,Incorrect item,1,34.3,0.0,Completed
